Aut,Biblio,BN,Campo,$9,$a,SC2
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=5380,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=14,14,700,5380,"Freeman, Harry M."
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19380,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=15,15,650,19380,LENGUAJES DE PROGRAMACION
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6451,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=15,15,700,6451,"Guerrero, Gabriel"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17617,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=17,17,650,17617,ELECTROMAGNETISMO
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16173,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=17,17,650,16173,CAMPOS ELECTROMAGNETICOS
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4760,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=17,17,700,4760,"Ertze Encinas, José Ramón"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=7484,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=17,17,700,7484,"Jiménez Domínguez, Rolando V."
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=3637,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=19,19,700,3637,"Corbitt, Robert A."
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22635,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=21,21,650,22635,VIDRIO
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=6006,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=21,21,700,6006,"Goldman, Jacob E.",1921-
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19625,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber=34,34,650,19625,MATEMATICAS
